brand,cpu,gpu,os,storage_type,ram_gb,storage_gb,screen_inches,rating,warranty_years,cpu_physical_cores,cpu_threads,year,price
Asus,6th Gen AMD Ryzen 7 6800H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,66.0,1.0,12.0,16.0,2023.0,72990.0
HP,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,85.0,512.0,15.6,63.0,1.0,12.0,12.0,2023.0,62500.0
Lenovo,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,4.0,2023.0,36890.0
Lenovo,13th Gen Intel Core i7 1355U,‎Intel Iris Xe Graphics,Windows 11 OS,ssd,16.0,512.0,14.0,55.0,1.0,10.0,12.0,2023.0,87990.0
Lenovo,7th Gen AMD Ryzen 7 7735U,AMD Radeon Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,75.0,1.0,12.0,16.0,2023.0,94190.0
Lenovo,11th Gen Intel Core i7 1165G7,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,55.0,1.0,12.0,8.0,2023.0,59990.0
HP,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,53.0,1.0,10.0,12.0,2023.0,49990.0
Asus,5th Gen AMD Ryzen 5 5600HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,1024.0,15.6,59.0,1.0,12.0,12.0,2023.0,69990.0
Lenovo,12th Gen Intel Core i5 1235U,Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,59.0,1.0,10.0,12.0,2023.0,77990.0
Asus,5th Gen AMD Ryzen 7 5800HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,1024.0,15.6,60.0,1.0,12.0,16.0,2023.0,72990.0
Lenovo,13th Gen Intel Core i5 13500H,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,16.0,53.0,1.0,12.0,16.0,2023.0,71990.0
HP,3rd Gen AMD Ryzen 3  3250U,AMD Radeon Graphics,DOS 3.0 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,4.0,2023.0,23999.0
Lenovo,12th Gen Intel Core i5 12450H,Intel UHD Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,54.0,1.0,12.0,12.0,2023.0,62190.0
Asus,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,1024.0,16.0,69.0,1.0,10.0,16.0,2023.0,82990.0
Lenovo,12th Gen Intel Core i3 1215U,‎Intel UHD Graphics,Windows 11 OS,ssd,8.0,512.0,15.6,62.0,1.0,12.0,8.0,2023.0,37990.0
Gigabyte,12th Gen Intel Core i5 12450H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,16.0,512.0,15.6,64.0,2.0,12.0,12.0,2023.0,71990.0
HP,7th Gen AMD Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,85.0,512.0,15.6,66.0,1.0,12.0,12.0,2023.0,54990.0
Dell,13th Gen Intel Core i5 1335U,Intel Integrated Integrated Intel® UHD Graphics,Windows 11 OS,ssd,84.0,1024.0,15.6,62.0,1.0,10.0,12.0,2023.0,57890.0
Dell,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,50.0,1.0,12.0,4.0,2023.0,38990.0
Acer,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,84.0,512.0,15.6,64.0,1.0,12.0,12.0,2023.0,51990.0
Lenovo,13th Gen Intel Core i9 13980HX,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,1.0,24.0,32.0,2023.0,399999.0
Asus,12th Gen Intel Core i7 12700H ,4 GB ‎NVIDIA GeForce RTX 3050,Windows 11  OS,ssd,165.0,1024.0,15.6,60.0,1.0,12.0,20.0,2023.0,86990.0
HP,12th Gen Intel Core i3 1215U,Intel Integrated,Windows 11 OS,ssd,84.0,512.0,15.6,57.0,1.0,12.0,8.0,2023.0,34990.0
Asus,12th Gen Intel Core i3 1215U,Intel Integrated UHD,Windows 11 OS,ssd,84.0,512.0,16.0,53.0,1.0,12.0,8.0,2023.0,40739.0
Asus,12th Gen Intel Core i7 12650H,NVIDIA Geforce RTX,Windows 11 OS,ssd,164.0,512.0,16.0,69.0,1.0,10.0,16.0,2023.0,99990.0
Asus,Intel Celeron N4500,Intel Integrated UHD,Chrome OS,ssd,44.0,64.0,14.0,62.0,1.0,12.0,2.0,2023.0,25751.0
Asus,Intel Celeron N4500,Intel Integrated UHD,Chrome OS,ssd,44.0,64.0,14.0,62.0,1.0,12.0,2.0,2023.0,14990.0
Lenovo,4th Gen Intel Celeron N4020,Integrated Intel UHD Graphics 600,Windows 11 OS,ssd,84.0,256.0,15.6,62.0,1.0,12.0,2.0,2023.0,26490.0
Gigabyte,13th Gen Intel Core i7 13620H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,16.0,68.0,1.0,10.0,16.0,2023.0,130000.0
HP,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,Windows 11 OS,ssd,164.0,512.0,15.6,59.0,1.0,12.0,12.0,2023.0,46150.0
Gigabyte,12th Gen Intel Core i5 12500H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,85.0,512.0,15.6,69.0,2.0,12.0,16.0,2023.0,86990.0
Lenovo,13th Gen Intel Core i3 1315U,Intel Integrated UHD Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,55.0,1.0,12.0,8.0,2023.0,59190.0
Lenovo,5th Gen AMD Ryzen 7  5700U,AMD Radeon AMD,Windows 11 OS,ssd,164.0,512.0,15.6,55.0,1.0,12.0,16.0,2023.0,48990.0
Lenovo,12th Gen Intel Core i5 12450H,Intel UHD Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,60.0,1.0,12.0,12.0,2023.0,62190.0
Lenovo,7th Gen AMD Ryzen 7 7730U,AMD Integrated SoC,Windows 11 OS,ssd,164.0,512.0,14.0,64.0,1.0,12.0,16.0,2023.0,69190.0
Lenovo,12th Gen Intel Core i5 12450H,Intel UHD Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,56.0,1.0,12.0,12.0,2023.0,59690.0
Acer,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,165.0,1024.0,16.0,73.0,1.0,24.0,32.0,2023.0,179990.0
Lenovo,7th Gen AMD Ryzen 7 7730U,AMD Integrated SoC,Windows 11 OS,ssd,164.0,512.0,14.0,64.0,1.0,12.0,16.0,2023.0,61190.0
Lenovo,7th Gen AMD Ryzen 5 7520U,AMD Radeon 610M Graphics,Windows 11 OS,ssd,85.0,512.0,15.6,54.0,1.0,12.0,8.0,2023.0,41290.0
Lenovo,7th Gen AMD Ryzen 5 7520U,AMD Radeon 610M Graphics,Windows 11 OS,ssd,165.0,512.0,15.6,56.0,1.0,12.0,8.0,2023.0,45990.0
Lenovo,12th Gen Intel Core i5 1235U,Intel Integrated UHD,DOS OS,ssd,84.0,512.0,15.6,52.0,1.0,10.0,12.0,2023.0,43400.0
Asus,13th Gen Intel Core i9 13900H,4 GB NVIDIA Geforce RTX 3050,Windows 11 OS,ssd,164.0,1024.0,14.0,73.0,1.0,14.0,20.0,2023.0,109990.0
Asus,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,16.0,62.0,1.0,12.0,12.0,2023.0,67990.0
Asus,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,16.0,61.0,1.0,12.0,12.0,2023.0,67990.0
Asus,12th Gen Intel Core i5 12450H,6 GB NVIDIA Geforce RTX 4050,Windows 11 OS,ssd,164.0,512.0,16.0,64.0,1.0,12.0,12.0,2023.0,76990.0
Asus,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,14.0,60.0,1.0,12.0,12.0,2023.0,64990.0
MSI,11th Gen Intel Core i5 11400H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,2.0,12.0,12.0,2023.0,62990.0
MSI,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,71.0,2.0,10.0,16.0,2023.0,85990.0
Asus,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050 GPU,Windows 11 OS,ssd,164.0,512.0,15.6,59.0,1.0,12.0,12.0,2023.0,68990.0
Acer,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,Windows 11 OS,ssd,84.0,512.0,14.0,55.0,1.0,12.0,12.0,2023.0,29990.0
Asus,7th Gen AMD Ryzen 3 7320U,AMD Radeon AMD,Windows 11 OS,ssd,85.0,512.0,14.0,52.0,1.0,12.0,8.0,2023.0,33990.0
HP,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,1024.0,15.6,71.0,1.0,10.0,16.0,2023.0,85990.0
Acer,5th Gen AMD Ryzen 5 5500U,AMD Radeon AMD,Windows 11 OS,ssd,164.0,512.0,14.0,57.0,1.0,12.0,12.0,2023.0,36990.0
Asus,12th Gen Intel Core i3 1215U,Integrated Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,52.0,1.0,12.0,8.0,2023.0,35990.0
HP,5th Gen AMD Ryzen 5  5600H,4 GB AMD Radeon AMD Radeon RX 6500M,Windows 11 OS,ssd,84.0,512.0,15.6,57.0,1.0,12.0,12.0,2023.0,48990.0
Dell,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,54.0,1.0,12.0,4.0,2023.0,33990.0
Dell,13th Gen Intel Core i7 1355U,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,54.0,1.0,10.0,12.0,2023.0,81990.0
Lenovo,5th Gen AMD Ryzen 7 5700U,AMD Radeon AMD,Windows 11 OS,ssd,164.0,512.0,15.6,60.0,1.0,12.0,16.0,2023.0,48990.0
HP,7th Gen Amd Ryzen 5 7535HS,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,85.0,512.0,15.6,61.0,1.0,12.0,12.0,2023.0,54990.0
Asus,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,64.0,1.0,12.0,12.0,2023.0,52990.0
HP,3rd Gen AMD Ryzen 3  3250U,AMD Radeon Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,4.0,2023.0,34000.0
HP,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,16.1,65.0,1.0,16.0,24.0,2023.0,153490.0
Asus,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce GTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,59.0,1.0,12.0,12.0,2023.0,57400.0
Asus,7th Gen AMD Ryzen 3 7320U,AMD Radeon AMD,Windows 11 OS,ssd,85.0,512.0,14.0,52.0,1.0,12.0,8.0,2023.0,33990.0
Lenovo,12th Gen Intel Core i5 12450H,Intel Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,56.0,1.0,12.0,12.0,2023.0,62990.0
MSI,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,56.0,1.0,10.0,12.0,2023.0,54010.0
Wings,11th Gen Intel Core i3 1125G4,Intel Graphics,Windows 11 OS,ssd,84.0,256.0,15.6,62.0,1.0,12.0,8.0,2023.0,23990.0
Wings,11th Gen Intel Core i3 1125G4,Intel Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,62.0,1.0,12.0,8.0,2023.0,24990.0
Wings,11th Gen Intel Core i7 1165G7,Intel Graphics,Windows 11 OS,ssd,164.0,512.0,14.0,54.0,1.0,12.0,8.0,2023.0,59990.0
Lenovo,13th Gen Intel Core i5 13500H,Intel Integrated Iris Xe,Windows 11 OS,ssd,165.0,512.0,16.0,55.0,1.0,12.0,16.0,2023.0,70190.0
Lenovo,11th Gen Intel Core i3 1115G4,Intel Integrated UHD,Windows 11 OS,ssd,84.0,512.0,15.6,56.0,1.0,12.0,4.0,2023.0,34990.0
MSI,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,325.0,2048.0,16.0,62.0,2.0,14.0,20.0,2023.0,278490.0
Ultimus,10th Gen Intel Core i5 1035G4,Intel Integrated Iris,Windows 11 OS,ssd,84.0,512.0,14.1,50.0,1.0,12.0,8.0,2023.0,29990.0
Acer,Intel Core i3 N305,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,62.0,1.0,12.0,8.0,2023.0,39990.0
MSI,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,14.0,20.0,2023.0,219990.0
MSI,11th Gen Intel Core i5 11260H,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",hdd,164.0,1024.0,4.0,69.0,11.0,12.0,12.0,2023.0,56990.0
MSI,11th Gen Intel Core i5 11260H,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",hdd,164.0,1024.0,4.0,71.0,11.0,12.0,12.0,2023.0,61990.0
Infinix,12th Gen Intel Core i5 1235U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,51.0,1.0,10.0,12.0,2023.0,36990.0
Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,56.0,2.0,12.0,12.0,2023.0,67190.0
Infinix,12th Gen Intel Core i7 1255U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,52.0,1.0,10.0,12.0,2023.0,43990.0
Lenovo,13th Gen Intel Core i7 13620H,Intel Integrated UHD,Windows 11 OS,ssd,165.0,512.0,14.0,56.0,1.0,10.0,16.0,2023.0,85190.0
Lenovo,13th Gen Intel Core i7 13700H,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,59.0,1.0,14.0,20.0,2023.0,84190.0
Lenovo,11th Gen Intel Core i5 1135G7,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,15.6,61.0,1.0,12.0,8.0,2023.0,48990.0
Dell,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,54.0,1.0,12.0,4.0,2023.0,36500.0
Dell,13th Gen Intel Core i3 1305U,Intel Integrated UHD,Windows 11 OS,ssd,84.0,1024.0,15.6,52.0,1.0,5.0,6.0,2023.0,51000.0
Dell,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,14.0,59.0,1.0,10.0,12.0,2023.0,82990.0
Dell,13th Gen Intel Core i3 1305U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,52.0,1.0,5.0,6.0,2023.0,38490.0
Dell,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,13.3,62.0,1.0,12.0,16.0,2023.0,105999.0
Dell,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,ssd,85.0,1024.0,14.0,56.0,1.0,10.0,12.0,2023.0,69990.0
Dell,13th Gen Intel Core i5 1335U,Intel Iris Xe Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,59.0,1.0,10.0,12.0,2023.0,56990.0
Dell,7th Gen Amd Ryzen 5 7520U,AMD Radeon Graphics,Windows 11 OS,ssd,85.0,1024.0,15.6,52.0,1.0,12.0,8.0,2023.0,44990.0
Dell,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,1024.0,13.3,60.0,1.0,12.0,16.0,2023.0,87490.0
HP,5th Gen AMD Ryzen 5 5600H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,12.0,12.0,2023.0,68999.0
HP,13th Gen Intel Core i5 1335U,Intel Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,164.0,1024.0,15.6,59.0,1.0,10.0,12.0,2023.0,70490.0
MSI,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,1024.0,17.3,74.0,2.0,10.0,16.0,2023.0,110990.0
MSI,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,66.0,2.0,12.0,12.0,2023.0,50990.0
MSI,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,85.0,1024.0,17.3,72.0,2.0,10.0,16.0,2023.0,107990.0
MSI,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce GTX 1650,Windows 11 OS,ssd,164.0,512.0,15.6,64.0,2.0,12.0,12.0,2023.0,45990.0
MSI,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,164.0,512.0,15.6,73.0,2.0,10.0,16.0,2023.0,97990.0
MSI,11th Gen Intel Core i5 11260H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,84.0,512.0,15.6,64.0,2.0,12.0,12.0,2023.0,47990.0
MSI,12th Gen Intel Core i7 12650H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,1024.0,15.6,72.0,1.0,10.0,16.0,2023.0,90990.0
MSI,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,165.0,1024.0,17.3,79.0,2.0,14.0,20.0,2023.0,183990.0
MSI,12th Gen Intel Core i7 12650H,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,165.0,1024.0,17.3,75.0,2.0,10.0,16.0,2023.0,134990.0
MSI,13th Gen Intel Core i7 13700H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,85.0,1024.0,17.3,71.0,2.0,14.0,20.0,2023.0,128990.0
HP,7th Gen AMD Ryzen 7 7840HS,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,1024.0,16.1,72.0,1.0,12.0,16.0,2023.0,81990.0
HP,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4070,Windows 11 OS,ssd,325.0,1024.0,16.1,62.0,1.0,24.0,32.0,2023.0,237990.0
HP,13th Gen Intel Core i7 13700H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,14.0,20.0,2023.0,109490.0
HP,13th Gen Intel Core i5 13500H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,164.0,512.0,15.6,66.0,1.0,12.0,16.0,2023.0,99990.0
HP,5th Gen AMD Ryzen 5  5600H ,4 GB AMD Radeon RX 6500M,Windows 11 OS,ssd,84.0,512.0,15.6,64.0,1.0,12.0,12.0,2023.0,50990.0
Lenovo,7th Gen AMD Ryzen 5 7530U,AMD Integrated SoC,Windows 11 OS,ssd,164.0,512.0,14.0,61.0,1.0,12.0,12.0,2023.0,56190.0
Asus,12th Gen Intel Core i3 1215U,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,54.0,1.0,12.0,8.0,2023.0,35990.0
Asus,12th Gen Intel Core i3 1215U,Integrated Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,52.0,1.0,12.0,8.0,2023.0,35990.0
HP,13th Gen Intel Core i7 1365U,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,13.5,69.0,1.0,10.0,12.0,2023.0,231746.0
Chuwi,10th Gen Intel Core i5 10210U,Intel UHD Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,50.0,1.0,12.0,8.0,2023.0,32999.0
HP,12th Gen Intel Core i7 1250U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,13.3,63.0,1.0,10.0,12.0,2023.0,101990.0
Lenovo,7th Gen AMD Ryzen 5 7520U,AMD Integrated SoC,Windows 11 OS,ssd,165.0,512.0,15.6,55.0,1.0,12.0,8.0,2023.0,43990.0
HP,13th Gen Intel Core i5 13420H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,16.1,68.0,1.0,12.0,12.0,2023.0,90990.0
Lenovo,13th Gen Intel Core i5 13500H,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,16.0,56.0,1.0,12.0,16.0,2023.0,69000.0
Asus,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,16.0,68.0,1.0,10.0,16.0,2023.0,77990.0
Acer,13th Gen Intel Core i9 13900HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,1024.0,16.0,74.0,1.0,24.0,32.0,2023.0,159990.0
Asus,5th Gen AMD Ryzen 5  5600H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,62.0,1.0,12.0,12.0,2023.0,59990.0
Dell,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,54.0,1.0,12.0,4.0,2023.0,35490.0
HP,5th Gen AMD Ryzen 5 5600H,4 GB AMD Radeon RX 6500M Graphics,Windows 11 OS,ssd,164.0,512.0,15.6,65.0,1.0,12.0,12.0,2023.0,54559.0
Asus,5th Gen AMD Ryzen 7 5800H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,12.0,16.0,2023.0,66990.0
MSI,13th Gen Intel Core i7 13700H,4 GB NVIDIA GeForce RTX 2050,Windows 11 OS,ssd,165.0,1024.0,16.0,69.0,2.0,14.0,20.0,2023.0,119990.0
HP,12th Gen Intel Core i7 12650H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,70.0,1.0,10.0,16.0,2023.0,79990.0
Lenovo,13th Gen Intel Core i5 13420H,Integrated Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,14.0,56.0,2.0,12.0,12.0,2023.0,67990.0
Lenovo,12th Gen Intel Core i5 12450H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,15.6,68.0,1.0,12.0,12.0,2023.0,90990.0
HP,13th Gen Intel Core i5 1335U,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,512.0,14.0,63.0,1.0,10.0,12.0,2023.0,71990.0
Lenovo,12th Gen Intel Core i5 12450H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,15.6,66.0,1.0,12.0,12.0,2023.0,85990.0
Lenovo,12th Gen Intel Core i5 12450H,6 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,165.0,512.0,15.6,66.0,1.0,12.0,12.0,2023.0,79990.0
HP,11th Gen Intel Core i3 1115G4,Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,55.0,1.0,12.0,4.0,2023.0,36790.0
Lenovo,7th Gen AMD Ryzen 7 7840HS,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,15.6,70.0,1.0,12.0,16.0,2023.0,92990.0
MSI,13th Gen Intel Core i9 13980HX,12 GB NVIDIA GeForce RTX 4080,Windows 11 OS,ssd,325.0,1024.0,16.0,62.0,2.0,24.0,32.0,2023.0,284990.0
Asus,12th Gen Intel Core i5 1235U,Intel Iris Xe,Windows 11 OS,ssd,164.0,512.0,15.6,59.0,1.0,10.0,12.0,2023.0,51990.0
Lenovo,13th Gen Intel Core i7 13620H,6 GB NVIDIA GeForce RTX 4050,Windows 11 OS,ssd,165.0,512.0,15.6,63.0,1.0,10.0,16.0,2023.0,100190.0
Lenovo,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,15.6,71.0,1.0,12.0,16.0,2023.0,116990.0
HP,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,1024.0,16.1,73.0,1.0,16.0,24.0,2023.0,126499.0
MSI,13th Gen Intel Core i9 13980HX,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,ssd,325.0,2048.0,17.0,62.0,2.0,24.0,32.0,2023.0,344990.0
HP,7th Gen AMD Ryzen 7 7840HS,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,16.0,71.0,1.0,12.0,16.0,2023.0,113090.0
HP,13th Gen Intel Core i7 13700HX,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,165.0,512.0,16.1,72.0,1.0,16.0,24.0,2023.0,132490.0
Infinix,11th Gen Intel Core i7 1195G7,Intel Integrated Iris Xe,Windows 11 OS,ssd,164.0,1024.0,15.6,55.0,1.0,12.0,8.0,2023.0,49990.0
HP,11th Gen Intel Core i3 1115G4,Intel Iris Xe Graphics,Windows 11 OS,ssd,84.0,512.0,14.0,56.0,1.0,12.0,4.0,2023.0,48981.0
Acer,12th Gen Intel Core i5 12450H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,84.0,512.0,15.6,61.0,1.0,12.0,12.0,2023.0,65990.0
Lenovo,13th Gen Intel Core i5 13420H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,85.0,512.0,15.6,60.0,1.0,12.0,12.0,2023.0,89999.0
Acer,5th Gen AMD Ryzen 5 5500U,AMD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,55.0,1.0,12.0,12.0,2023.0,34849.0
Dell,13th Gen Intel Core i7 13700H,6 GB NVIDIA RTX 4050,Windows 11 OS,ssd,165.0,1024.0,15.6,62.0,1.0,14.0,20.0,2023.0,229990.0
Lenovo,13th Gen Intel Core i7 1355U,Intel Iris Xe Integrated Graphics,Windows 11 OS,ssd,165.0,1024.0,13.3,71.0,3.0,10.0,12.0,2023.0,222990.0
Dell,13th Gen Intel Core i7 1360P,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,13.3,61.0,1.0,12.0,16.0,2023.0,89490.0
Dell,13th Gen Intel Core i5 1340P,Intel Iris Xe Graphics,Windows 11 OS,ssd,165.0,512.0,13.3,59.0,1.0,12.0,16.0,2023.0,77490.0
Dell,11th Gen Intel Core i5 11320H,2 GB NVIDIA GeForce MX450,Windows 11 OS,ssd,164.0,512.0,15.6,61.0,1.0,12.0,8.0,2023.0,64799.0
Asus,12th Gen Intel Core i3 1215U,Integrated Intel UHD Graphics,Windows 11 OS,ssd,84.0,512.0,15.6,52.0,1.0,12.0,8.0,2023.0,35890.0
Acer,12th Gen Intel Core i7 12700H,4 GB NVIDIA GeForce RTX 3050,Windows 11 OS,ssd,164.0,512.0,15.6,68.0,1.0,14.0,20.0,2023.0,86990.0
Lenovo,13th Gen Intel Core i9 13900H,8 GB NVIDIA GeForce RTX 4060,Windows 11 OS,ssd,325.0,1024.0,16.0,78.0,1.0,14.0,20.0,2023.0,148990.0
